start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
106.71.193.116,106.71.193.116,106.71.0.0,Bundaberg,Queensland,AU,-24.86621,152.3479,4670,Australia/Brisbane
106.208.91.0,106.208.91.15,106.208.0.0,Chennai,Tamil Nadu,IN,13.0734,80.2069,600106,Asia/Kolkata
105.93.205.68,105.93.205.69,105.93.0.0,Banī Suwayf,Beni Suweif,EG,29.07441,31.09785,,Africa/Cairo
106.213.182.186,106.213.182.187,106.213.0.0,Ahmedabad,Gujarat,IN,23.02579,72.58727,380001,Asia/Kolkata
104.97.72.0,104.97.75.255,104.97.0.0,Porto Alegre,Rio Grande do Sul,BR,-30.03283,-51.23019,90000-000,America/Sao_Paulo
108.208.12.0,108.208.15.255,108.208.0.0,Jackson,Mississippi,US,32.3739,-90.1293,39211,America/Chicago
109.145.42.107,109.145.42.111,109.145.0.0,Morecambe,England,GB,54.06835,-2.86108,LA4,Europe/London
109.15.60.128,109.15.60.255,109.15.0.0,Paris,Île-de-France,FR,48.85341,2.3488,75000,Europe/Paris
1.145.13.184,1.145.13.191,1.145.0.0,Canberra,Australian Capital Territory,AU,-35.33383,149.09357,2605,Australia/Sydney
109.142.137.50,109.142.137.51,109.142.0.0,Gullegem,Flanders,BE,50.84301,3.20466,8560,Europe/Brussels
107.175.106.0,107.175.107.255,107.175.0.0,Port Huron,Michigan,US,42.97086,-82.42491,48061,America/Detroit
102.170.254.234,102.170.254.234,102.170.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
106.180.11.171,106.180.11.173,106.180.0.0,Morioka,Iwate,JP,39.7,141.15,020-0015,Asia/Tokyo
102.38.20.0,102.38.23.255,102.38.0.0,Tājūrā’,Tripoli,LY,32.88167,13.35056,,Africa/Tripoli
101.188.21.18,101.188.21.18,101.188.0.0,Colac,Victoria,AU,-38.339,143.58489,3250,Australia/Melbourne
101.177.203.184,101.177.203.191,101.177.0.0,Gold Coast,Queensland,AU,-28.05647,153.3845,4226,Australia/Brisbane
106.255.116.15,106.255.116.15,106.255.0.0,Hongseong,Chungcheongnam-do,KR,36.6009,126.665,32218,Asia/Seoul
107.107.60.196,107.107.60.199,107.107.0.0,Brewerton,New York,US,43.23812,-76.14076,13029,America/New_York
105.251.18.192,105.251.18.223,105.251.0.0,Port Elizabeth,Eastern Cape,ZA,-33.9,25.6,6202,Africa/Johannesburg
106.66.99.0,106.66.99.15,106.66.0.0,Ujjain,Madhya Pradesh,IN,23.18239,75.77643,456664,Asia/Kolkata
1.79.102.204,1.79.102.204,1.79.0.0,Sapporo,Hokkaido,JP,43.06667,141.35,065-0010,Asia/Tokyo
102.106.199.87,102.106.199.87,102.106.0.0,Monastir,Al Munastīr,TN,35.77799,10.82617,,Africa/Tunis
106.203.151.140,106.203.151.143,106.203.0.0,North Guwāhāti,Assam,IN,26.13575,91.6256,781027,Asia/Kolkata
101.136.249.0,101.136.249.3,101.136.0.0,Taoyuan City,Taiwan,TW,24.99368,121.29696,,Asia/Taipei
106.68.124.64,106.68.124.96,106.68.0.0,Perth,Western Australia,AU,-31.9587,115.8711,6892,Australia/Perth
101.181.66.176,101.181.66.183,101.181.0.0,Melbourne,Victoria,AU,-37.8771,145.053,3145,Australia/Melbourne
109.140.154.168,109.140.154.175,109.140.0.0,Angleur,Wallonia,BE,50.6113,5.59942,4031,Europe/Brussels
104.200.42.144,104.200.42.146,104.200.0.0,El Nido,California,US,37.13494,-120.49213,95317,America/Los_Angeles
1.159.45.64,1.159.45.79,1.159.0.0,Moe,Victoria,AU,-38.17828,146.26099,3825,Australia/Melbourne
104.142.140.117,104.142.140.117,104.142.0.0,Chicago,Illinois,US,41.85003,-87.65005,60666,America/Chicago
106.203.48.120,106.203.48.159,106.203.0.0,Ramanathapuram,Tamil Nadu,IN,9.37158,78.83077,613004,Asia/Kolkata
1.20.25.240,1.20.25.241,1.20.0.0,Ban Mai,Songkhla,TH,7.20411,100.54508,90120,Asia/Bangkok
1.245.110.0,1.245.110.255,1.245.0.0,Daejeon,Daejeon,KR,36.3549,127.3935,35247,Asia/Seoul
102.53.91.22,102.53.91.22,102.53.0.0,Meknès,Fès-Meknès,MA,33.89352,-5.54727,50102,Africa/Casablanca
105.203.66.144,105.203.66.147,105.203.0.0,Al Minyā,Minya,EG,28.09193,30.75813,,Africa/Cairo
103.223.137.128,103.223.137.139,103.223.0.0,Nuriootpa,South Australia,AU,-34.46825,138.99767,5355,Australia/Adelaide
107.200.60.0,107.200.60.255,107.200.0.0,Beverly Hills,California,US,34.1514,-118.4603,91403,America/Los_Angeles
102.109.63.16,102.109.63.16,102.109.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
103.235.176.232,103.235.176.235,103.235.0.0,Aībak,Samangan,AF,36.26468,68.01551,,Asia/Kabul
109.117.249.198,109.117.249.199,109.117.0.0,Palermo,Sicily,IT,38.1166,13.3636,90100,Europe/Rome
1.42.104.160,1.42.104.191,1.42.0.0,Sydney,New South Wales,AU,-33.8799,151.0093,2162,Australia/Sydney
102.244.124.96,102.244.124.127,102.244.0.0,Bertoua,East,CM,4.57728,13.68459,,Africa/Douala
108.78.180.0,108.78.183.255,108.78.0.0,Nashville,Tennessee,US,36.16589,-86.78444,37201,America/Chicago
106.167.32.0,106.167.32.255,106.167.0.0,Kawasaki,Kanagawa,JP,35.634,139.5475,214-0011,Asia/Tokyo
108.216.35.218,108.216.35.218,108.216.0.0,Ripley,Mississippi,US,34.72982,-88.95062,38663,America/Chicago
108.114.228.0,108.114.228.127,108.114.0.0,Springfield,Massachusetts,US,42.0999,-72.5783,01105,America/New_York
104.57.129.24,104.57.129.31,104.57.0.0,Hugo,Oklahoma,US,34.01066,-95.50968,74743,America/Chicago
106.205.87.221,106.205.87.221,106.205.0.0,Bengaluru,Karnataka,IN,12.97194,77.59369,560002,Asia/Kolkata
106.222.21.156,106.222.21.159,106.222.0.0,Rājkot,Gujarat,IN,22.29161,70.79322,360004,Asia/Kolkata
109.129.215.236,109.129.219.187,109.129.0.0,Gent,Flanders,BE,51.05,3.71667,9000,Europe/Brussels
103.22.237.0,103.22.237.255,103.22.0.0,Chennai,Tamil Nadu,IN,13.08784,80.27847,600001,Asia/Kolkata
102.177.172.144,102.177.172.147,102.177.0.0,Machala,El Oro,EC,-3.25861,-79.96053,,America/Guayaquil
102.169.38.217,102.169.38.219,102.169.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
102.170.5.236,102.170.5.236,102.170.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
104.44.230.68,104.44.230.75,104.44.0.0,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
105.202.10.242,105.202.10.244,105.202.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
102.211.87.128,102.211.87.255,102.211.0.0,Tehran,Tehran,IR,35.69439,51.42151,,Asia/Tehran
1.47.196.196,1.47.196.197,1.47.0.0,Khong Chiam,Ubon Ratchathani,TH,15.31856,105.49506,34220,Asia/Bangkok
106.181.177.220,106.181.177.231,106.181.0.0,Hiroshima,Hiroshima,JP,34.4584,132.3996,731-3198,Asia/Tokyo
108.119.10.128,108.119.10.135,108.119.0.0,Del Rio,Texas,US,29.4102,-100.8932,78840,America/Chicago
1.227.170.8,1.227.170.91,1.227.0.0,Daejeon,Daejeon,KR,36.34913,127.38493,35228,Asia/Seoul
108.232.107.130,108.232.107.131,108.232.0.0,Los Molinos,California,US,40.02127,-122.10027,96055,America/Los_Angeles
104.28.99.62,104.28.99.63,104.28.0.0,Weifang,Shandong,CN,36.71,119.10194,,Asia/Shanghai
108.116.198.56,108.116.198.59,108.116.0.0,Manatee Road,Florida,US,29.51302,-82.91429,32626,America/New_York
106.13.219.224,106.13.219.255,106.13.0.0,Beijing,Beijing,CN,39.9075,116.39723,,Asia/Shanghai
104.182.84.32,104.182.84.39,104.182.0.0,Washington,"Washington, D.C.",US,38.89511,-77.03637,20004,America/New_York
102.169.234.238,102.169.234.239,102.169.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
101.108.154.249,101.108.155.207,101.108.0.0,Bangkok,Bangkok,TH,13.75398,100.50144,10200,Asia/Bangkok
108.12.62.80,108.12.62.87,108.12.0.0,Fort Plain,New York,US,42.93146,-74.62264,13339,America/New_York
104.165.146.0,104.165.146.255,104.165.0.0,Panamá,Panamá,PA,8.9936,-79.51973,,America/Panama
106.129.15.207,106.129.15.207,106.129.0.0,Osaka,Ōsaka,JP,34.69374,135.50218,543-0062,Asia/Tokyo
109.142.97.12,109.142.97.15,109.142.0.0,Bredene,Flanders,BE,51.23489,2.97559,8450,Europe/Brussels
105.93.141.187,105.93.141.191,105.93.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
103.179.221.0,103.179.221.255,103.179.0.0,Sihor,Gujarat,IN,23.01603,70.24212,364290,Asia/Kolkata
106.69.198.192,106.69.198.215,106.69.0.0,Canberra,Australian Capital Territory,AU,-35.20998,149.03596,2615,Australia/Sydney
103.59.191.78,103.59.191.109,103.59.0.0,Mumbai,Maharashtra,IN,19.07283,72.88261,400070,Asia/Kolkata
102.107.21.105,102.107.21.108,102.107.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
107.241.225.252,107.241.225.255,107.241.0.0,New Martinsville,West Virginia,US,39.64452,-80.8576,26155,America/New_York
106.67.30.9,106.67.30.9,106.67.0.0,Patna,Bihar,IN,25.59408,85.13563,800001,Asia/Kolkata
104.1.31.134,104.1.31.134,104.1.0.0,Moline,Illinois,US,41.4906,-90.498,61265,America/Chicago
106.180.166.214,106.180.166.220,106.180.0.0,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
1.158.48.182,1.158.48.189,1.158.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
102.169.207.54,102.169.207.54,102.169.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.157.150.236,1.157.150.255,1.157.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
101.137.145.100,101.137.145.103,101.137.0.0,Chang-hua,Taiwan,TW,24.07327,120.56276,,Asia/Taipei
108.177.68.111,108.177.68.111,108.177.0.0,Culpeper,Virginia,US,38.47318,-77.99666,22701,America/New_York
106.133.231.220,106.133.231.220,106.133.0.0,Osaka,Ōsaka,JP,34.69374,135.50218,543-0062,Asia/Tokyo
109.117.237.164,109.117.237.176,109.117.0.0,Mammola,Calabria,IT,38.36262,16.23871,89045,Europe/Rome
102.185.12.49,102.185.12.49,102.185.0.0,Alexandria,Alexandria,EG,31.20176,29.91582,,Africa/Cairo
103.210.27.8,103.210.27.15,103.210.0.0,Sydney,New South Wales,AU,-33.7833,150.9333,1730,Australia/Sydney
108.244.187.128,108.244.187.255,108.244.0.0,Richardson,Texas,US,32.94818,-96.72972,75080,America/Chicago
107.1.9.208,107.1.9.223,107.1.0.0,Mechanicsville,Virginia,US,37.60876,-77.37331,23111,America/New_York
101.139.104.242,101.139.104.243,101.139.0.0,Taipei,Taiwan,TW,25.04776,121.53185,,Asia/Taipei
108.178.141.212,108.178.141.215,108.178.0.0,Los Angeles,California,US,34.066,-118.474,90049,America/Los_Angeles
106.210.131.172,106.210.131.175,106.210.0.0,Ichalkaranji,Maharashtra,IN,16.69117,74.46054,416118,Asia/Kolkata
103.76.170.48,103.76.170.63,103.76.0.0,Padang,West Sumatra,ID,-0.94924,100.35427,,Asia/Jakarta
108.178.141.136,108.178.141.139,108.178.0.0,San Diego,California,US,32.9555,-117.2252,92130,America/Los_Angeles
100.35.23.0,100.35.23.255,100.35.0.0,New Brunswick,New Jersey,US,40.48622,-74.45182,08901,America/New_York
102.171.152.64,102.171.152.65,102.171.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
101.138.6.244,101.138.6.245,101.138.0.0,Tainan,Taiwan,TW,22.99083,120.21333,,Asia/Taipei
1.10.188.82,1.10.188.82,1.10.0.0,Wiang Chai,Chiang Rai,TH,19.88361,99.93314,57210,Asia/Bangkok
108.211.135.188,108.211.135.191,108.211.0.0,Calexico,California,US,32.67895,-115.49888,92231,America/Los_Angeles
101.50.94.192,101.50.94.199,101.50.0.0,Gujranwala,Punjab,PK,32.15567,74.18705,52250,Asia/Karachi
104.200.90.36,104.200.90.63,104.200.0.0,Sainte Catherine de la Jacques Cartier,Quebec,CA,46.85244,-71.62056,G3N,America/Toronto
109.0.78.252,109.0.78.255,109.0.0.0,Lyon,Auvergne-Rhône-Alpes,FR,45.74846,4.84671,69000,Europe/Paris
1.0.171.128,1.0.171.255,1.0.0.0,Thung Song,Nakhon Si Thammarat,TH,8.16453,99.68039,80110,Asia/Bangkok
109.145.178.215,109.145.178.215,109.145.0.0,Newtownabbey,Northern Ireland,GB,54.65983,-5.90858,BT36,Europe/London
106.71.63.172,106.71.63.175,106.71.0.0,Gold Coast,Queensland,AU,-28.00029,153.43088,4217,Australia/Brisbane
104.15.137.218,104.15.137.219,104.15.0.0,Poplar Bluff,Missouri,US,36.757,-90.39289,63901,America/Chicago
107.19.188.52,107.19.188.59,107.19.0.0,Grove City,Pennsylvania,US,41.15784,-80.08867,16127,America/New_York
103.55.78.182,103.55.78.183,103.55.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
104.156.166.37,104.156.166.255,104.156.0.0,Toronto,Ontario,CA,43.70011,-79.4163,M5A,America/Toronto
101.72.107.192,101.72.108.191,101.72.0.0,Shijiazhuang,Hebei,CN,38.04139,114.47861,,Asia/Shanghai
102.173.94.131,102.173.94.132,102.173.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
103.140.237.42,103.140.237.42,103.140.0.0,Phnom Penh,Phnom Penh,KH,11.56245,104.91601,,Asia/Phnom_Penh
103.156.14.144,103.156.14.155,103.156.0.0,Palembang,South Sumatra,ID,-2.91673,104.7458,,Asia/Jakarta
106.181.173.100,106.181.173.101,106.181.0.0,Hatsudai,Tokyo,JP,35.67729,139.68588,151-0061,Asia/Tokyo
101.189.219.240,101.189.219.247,101.189.0.0,Brisbane,Queensland,AU,-27.4679,153.0281,9019,Australia/Brisbane
104.183.40.169,104.183.40.169,104.183.0.0,Soledad,California,US,36.42469,-121.32632,93960,America/Los_Angeles
106.174.39.0,106.174.39.255,106.174.0.0,Sendai,Miyagi,JP,38.263,140.8059,982-0261,Asia/Tokyo
101.167.30.144,101.167.30.145,101.167.0.0,Townsville,Queensland,AU,-19.39452,146.70322,4815,Australia/Brisbane
109.110.129.236,109.110.129.255,109.110.0.0,Badacsonytomaj,Veszprém,HU,46.80711,17.51385,8257,Europe/Budapest
101.116.199.16,101.116.199.31,101.116.0.0,Adelaide,South Australia,AU,-35.00753,138.54373,5046,Australia/Adelaide
108.94.0.172,108.94.0.173,108.94.0.0,Watsonville,California,US,36.91023,-121.75689,95076,America/Los_Angeles
1.9.191.192,1.9.191.223,1.9.0.0,Kuala Terengganu,Terengganu,MY,5.3302,103.1408,20680,Asia/Kuala_Lumpur
106.66.124.148,106.66.124.148,106.66.0.0,Chennai,Tamil Nadu,IN,13.08784,80.27847,600001,Asia/Kolkata
1.46.68.0,1.46.68.15,1.46.0.0,Krasae Sin,Songkhla,TH,7.61548,100.32842,90140,Asia/Bangkok
106.70.220.64,106.70.220.95,106.70.0.0,Innisfail,Queensland,AU,-17.52209,146.03102,4860,Australia/Brisbane
107.135.206.0,107.135.206.127,107.135.0.0,Iron River,Michigan,US,46.09273,-88.64235,49935,America/Menominee
101.174.21.46,101.174.21.51,101.174.0.0,Adelaide,South Australia,AU,-34.92866,138.59863,5000,Australia/Adelaide
102.168.101.224,102.168.101.224,102.168.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.20.13.104,1.20.13.115,1.20.0.0,Samut Prakan,Samut Prakan,TH,13.59934,100.59675,10270,Asia/Bangkok
101.138.56.88,101.138.56.95,101.138.0.0,Kaohsiung,Takao,TW,22.61626,120.31333,,Asia/Taipei
101.139.18.248,101.139.18.255,101.139.0.0,Fengshan,Takao,TW,22.62659,120.36126,,Asia/Taipei
102.32.179.196,102.32.179.197,102.32.0.0,Howick,KwaZulu-Natal,ZA,-29.47795,30.23057,3224,Africa/Johannesburg
1.122.235.48,1.122.235.255,1.122.0.0,Perth,Western Australia,AU,-31.9587,115.8711,6892,Australia/Perth
106.165.244.70,106.165.244.71,106.165.0.0,Asahikawa,Hokkaido,JP,43.77063,142.36489,070-0021,Asia/Tokyo
109.115.193.128,109.115.193.143,109.115.0.0,Pescara,Abruzzo,IT,42.4584,14.2028,65126,Europe/Rome
1.10.249.170,1.10.249.171,1.10.0.0,Prachuap Khiri Khan,Prachuap Khiri Khan,TH,11.82098,99.7841,77000,Asia/Bangkok
105.243.221.184,105.243.221.216,105.243.0.0,Johannesburg,Gauteng,ZA,-26.20227,28.04363,2041,Africa/Johannesburg
103.133.111.0,103.133.111.7,103.133.0.0,Cẩm Phả Mines,Quảng Ninh,VN,21.01667,107.3,01250,Asia/Bangkok
107.211.0.192,107.211.0.255,107.211.0.0,Brownsville,Texas,US,25.9337,-97.5174,78520,America/Chicago
108.205.232.128,108.205.232.145,108.205.0.0,Kirksville,Missouri,US,40.19475,-92.58325,63501,America/Chicago
1.158.116.127,1.158.116.135,1.158.0.0,Sydney,New South Wales,AU,-33.758,150.67319,2750,Australia/Sydney
101.186.142.24,101.186.142.27,101.186.0.0,Shepparton,Victoria,AU,-36.3805,145.3987,3632,Australia/Melbourne
104.47.74.0,104.47.74.127,104.47.0.0,Boydton,Virginia,US,36.66764,-78.3875,23917,America/New_York
107.19.9.8,107.19.9.8,107.19.0.0,New Orleans,Louisiana,US,29.9379,-90.0331,70114,America/Chicago
103.173.105.88,103.173.105.89,103.173.0.0,Tokyo,Tokyo,JP,35.691,139.7679,101-0047,Asia/Tokyo
101.116.221.24,101.116.221.31,101.116.0.0,Austins Ferry,Tasmania,AU,-42.76667,147.25,7011,Australia/Hobart
1.47.74.221,1.47.74.221,1.47.0.0,Khun Han,Si Sa Ket,TH,14.61739,104.42506,33150,Asia/Bangkok
101.190.106.152,101.190.106.183,101.190.0.0,Sydney,New South Wales,AU,-33.88385,151.1646,2048,Australia/Sydney
105.71.144.106,105.71.144.106,105.71.0.0,Fès,Fès-Meknès,MA,34.03313,-5.00028,30023,Africa/Casablanca
101.162.78.155,101.162.78.155,101.162.0.0,Elimbah,Queensland,AU,-27.12865,152.91115,4506,Australia/Brisbane
1.39.129.64,1.39.129.95,1.39.0.0,Bhatkal,Karnataka,IN,13.98534,74.55531,581320,Asia/Kolkata
1.250.139.0,1.250.139.255,1.250.0.0,Kimje,Jeollabuk-do,KR,35.8028,126.898,54395,Asia/Seoul
1.109.79.128,1.109.79.131,1.109.0.0,Gunsan,Jeollabuk-do,KR,35.97861,126.71139,54022,Asia/Seoul
106.181.82.0,106.181.82.7,106.181.0.0,Mishima,Shizuoka,JP,35.0817,138.9575,419-0112,Asia/Tokyo
101.174.221.128,101.174.221.143,101.174.0.0,Wilberforce,New South Wales,AU,-33.56256,150.83784,2756,Australia/Sydney
103.43.72.0,103.43.74.255,103.43.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
1.158.199.172,1.158.199.183,1.158.0.0,Adelaide,South Australia,AU,-34.98164,138.59226,5041,Australia/Adelaide
105.204.205.238,105.204.205.238,105.204.0.0,Al Minyā,Minya,EG,28.09193,30.75813,,Africa/Cairo
104.169.136.209,104.169.136.209,104.169.0.0,South Webster,Ohio,US,38.81341,-82.72683,45682,America/New_York
103.173.152.216,103.173.152.219,103.173.0.0,Bhairab Bāzār,Dhaka,BD,24.0524,90.9764,2340,Asia/Dhaka
104.192.153.192,104.192.153.215,104.192.0.0,Sylvan Lake,Alberta,CA,52.311,-114.08375,T4S,America/Edmonton
1.52.34.14,1.52.34.15,1.52.0.0,Ho Chi Minh City,Ho Chi Minh,VN,10.82302,106.62965,71606,Asia/Ho_Chi_Minh
104.235.45.122,104.235.45.122,104.235.0.0,Granville,Illinois,US,41.26115,-89.22759,61326,America/Chicago
104.235.93.156,104.235.93.160,104.235.0.0,DeKalb,Illinois,US,41.92947,-88.75036,60115,America/Chicago
105.109.27.18,105.109.27.18,105.109.0.0,Sétif,Sétif,DZ,36.19112,5.41373,19034,Africa/Algiers
1.2.224.32,1.2.224.63,1.2.0.0,Muak Lek,Saraburi,TH,14.65287,101.20022,18180,Asia/Bangkok
108.179.210.111,108.179.211.255,108.179.0.0,East Point,Georgia,US,33.67955,-84.43937,30344,America/New_York
101.138.219.64,101.138.219.79,101.138.0.0,Taichung,Taiwan,TW,24.1469,120.6839,,Asia/Taipei
1.251.177.0,1.251.177.255,1.251.0.0,Daegu,Daegu,KR,35.8402,128.5434,42676,Asia/Seoul
100.14.110.0,100.14.110.217,100.14.0.0,West Chester,Pennsylvania,US,39.9441,-75.5882,19382,America/New_York
106.64.152.128,106.64.152.135,106.64.0.0,Taichung,Taiwan,TW,24.1469,120.6839,,Asia/Taipei
105.36.169.128,105.36.169.255,105.36.0.0,Port Said,Port Said,EG,31.26531,32.3019,,Africa/Cairo
107.116.126.43,107.116.149.255,107.116.0.0,Redmond,Washington,US,47.67399,-122.12151,98052,America/Los_Angeles
106.79.79.128,106.79.79.142,106.79.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
106.130.3.64,106.130.3.65,106.130.0.0,Fukuoka,Fukuoka,JP,33.6,130.41667,812-0024,Asia/Tokyo
102.169.49.125,102.169.49.125,102.169.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
103.44.84.0,103.44.87.255,103.44.0.0,Nagakute,Aichi,JP,35.17325,137.05667,480-1100,Asia/Tokyo
101.138.76.0,101.138.76.7,101.138.0.0,Yongkang,Taiwan,TW,23.02444,120.25556,,Asia/Taipei
101.33.169.0,101.33.169.127,101.33.0.0,Shenzhen,Guangdong,CN,22.54554,114.0683,,Asia/Shanghai
102.109.151.28,102.109.151.31,102.109.0.0,Monastir,Al Munastīr,TN,35.77799,10.82617,,Africa/Tunis
103.143.6.221,103.143.6.241,103.143.0.0,Saint Thomas Mount,Tamil Nadu,IN,13.00334,80.19614,600088,Asia/Kolkata
105.109.32.118,105.109.32.118,105.109.0.0,Constantine,Constantine,DZ,36.365,6.61472,04011,Africa/Algiers
105.109.28.22,105.109.28.23,105.109.0.0,Constantine,Constantine,DZ,36.365,6.61472,04011,Africa/Algiers
101.184.174.216,101.184.174.219,101.184.0.0,Holmesville,New South Wales,AU,-32.91667,151.58333,2286,Australia/Sydney
104.4.196.0,104.4.196.255,104.4.0.0,Milwaukee,Wisconsin,US,43.0493,-88.0414,53226,America/Chicago
101.1.69.0,101.1.69.255,101.1.0.0,Hiroshima,Hiroshima,JP,34.4984,132.4951,731-0101,Asia/Tokyo
107.220.132.0,107.220.132.27,107.220.0.0,Dallas,North Carolina,US,35.31653,-81.17619,28034,America/New_York
102.171.108.176,102.171.108.177,102.171.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
103.83.103.0,103.83.103.255,103.83.0.0,Singapore,,SG,1.28967,103.85007,018989,Asia/Singapore
1.107.219.0,1.107.219.255,1.107.0.0,Osan,Gyeonggi-do,KR,37.15222,127.07056,18115,Asia/Seoul
102.106.103.166,102.106.103.167,102.106.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
104.235.115.156,104.235.115.159,104.235.0.0,Hillsdale,Illinois,US,41.61364,-90.1729,61257,America/Chicago
1.157.211.192,1.157.211.207,1.157.0.0,Sydney,New South Wales,AU,-34.01973,151.01296,2234,Australia/Sydney
101.100.152.79,101.100.152.79,101.100.0.0,Pareora,Canterbury,NZ,-44.5,171.2,7912,Pacific/Auckland
105.44.39.142,105.44.39.149,105.44.0.0,Suez,Suez,EG,29.97371,32.52627,,Africa/Cairo
106.129.197.0,106.129.197.7,106.129.0.0,Tachiarai,Fukuoka,JP,33.4326,130.5925,838-0212,Asia/Tokyo
1.145.69.112,1.145.69.115,1.145.0.0,Sydney,New South Wales,AU,-33.8878,151.1264,2131,Australia/Sydney
101.190.218.176,101.190.218.177,101.190.0.0,Newcastle,New South Wales,AU,-33.02476,151.65881,2280,Australia/Sydney
102.168.101.234,102.168.101.235,102.168.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.122.16.216,1.122.16.219,1.122.0.0,Wesley Vale,Tasmania,AU,-41.20863,146.45554,7307,Australia/Hobart
101.100.154.32,101.100.154.63,101.100.0.0,Whangamata,Waikato,NZ,-37.2,175.8667,3691,Pacific/Auckland
1.15.240.224,1.15.240.255,1.15.0.0,Shenzhen,Guangdong,CN,22.54554,114.0683,,Asia/Shanghai
102.171.4.214,102.171.4.215,102.171.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
106.215.100.1,106.215.100.1,106.215.0.0,Allahābād,Uttar Pradesh,IN,25.44478,81.84322,211002,Asia/Kolkata
101.43.9.208,101.43.9.223,101.43.0.0,Shanghai,Shanghai,CN,31.22222,121.45806,,Asia/Shanghai
104.254.101.213,104.254.101.213,104.254.0.0,Madera,California,US,36.9403,-120.082,93637,America/Los_Angeles
108.173.233.248,108.173.233.255,108.173.0.0,Calgary,Alberta,CA,50.9894,-114.052,T2H,America/Edmonton
105.204.233.181,105.204.233.184,105.204.0.0,Al Minyā,Minya,EG,28.09193,30.75813,,Africa/Cairo
103.182.86.0,103.182.87.255,103.182.0.0,Indore,Madhya Pradesh,IN,22.62589,75.92778,452020,Asia/Kolkata
104.0.52.42,104.0.52.42,104.0.0.0,Oshkosh,Wisconsin,US,44.02471,-88.54261,54901,America/Chicago
1.0.167.139,1.0.167.140,1.0.0.0,Surat Thani,Surat Thani,TH,9.14011,99.33311,84150,Asia/Bangkok
106.252.249.252,106.252.249.255,106.252.0.0,Daejeon,Daejeon,KR,36.34913,127.38493,35228,Asia/Seoul
102.109.151.68,102.109.151.68,102.109.0.0,Monastir,Al Munastīr,TN,35.77799,10.82617,,Africa/Tunis
106.194.190.96,106.194.190.111,106.194.0.0,Bhilai,Chhattisgarh,IN,21.14837,81.3755,491107,Asia/Kolkata
102.66.118.145,102.66.118.145,102.66.0.0,Louis Trichardt,Limpopo,ZA,-23.04385,29.90319,0901,Africa/Johannesburg
104.13.105.56,104.13.105.57,104.13.0.0,Lima,Ohio,US,40.74255,-84.10523,45801,America/New_York
103.110.91.174,103.110.91.196,103.110.0.0,Batam,Riau,ID,1.14937,104.02491,,Asia/Jakarta
1.219.91.29,1.219.91.255,1.219.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
103.123.66.64,103.123.66.111,103.123.0.0,Bandung,West Java,ID,-6.92222,107.60694,,Asia/Jakarta
109.112.30.36,109.112.30.39,109.112.0.0,Milan,Lombardy,IT,45.46427,9.18951,20121,Europe/Rome
103.94.180.0,103.94.183.255,103.94.0.0,Dili,Díli,TL,-8.55861,125.57361,,Asia/Dili
107.80.128.120,107.80.128.120,107.80.0.0,Monahans,Texas,US,31.5943,-102.89265,79756,America/Chicago
101.100.130.244,101.100.130.244,101.100.0.0,Wellington,Wellington,NZ,-41.28664,174.77557,6021,Pacific/Auckland
109.147.171.12,109.147.171.15,109.147.0.0,Ingleby Greenhow,England,GB,54.44983,-1.10687,TS9,Europe/London
1.52.192.104,1.52.192.107,1.52.0.0,Rạch Giá,Kiến Giang,VN,10.01245,105.08091,91150,Asia/Ho_Chi_Minh
108.119.126.0,108.119.126.127,108.119.0.0,Howe,Texas,US,33.50872,-96.61221,75459,America/Chicago
